	L	s	dL	gs	utility
234	5.5	0.15	-1.9539925233402755e-14	0.08	173.3195907730237
235	5.5	0.2	-1.9539925233402755e-14	0.1	195.5203118302186
236	5.5	0.25	-1.9539925233402755e-14	0.12	213.38547303167266
237	5.5	0.3	-1.9539925233402755e-14	0.12	228.24434618346388
238	5.5	0.35	-1.9539925233402755e-14	0.14	240.79998891940392
239	5.5	0.4	-1.9539925233402755e-14	0.16	251.5491877105065
240	5.5	0.45	-1.9539925233402755e-14	0.16	260.89956123157157
241	5.5	0.5	-1.9539925233402755e-14	0.18	269.11344411087134
242	5.5	0.55	-1.9539925233402755e-14	0.18	276.3625188992926
243	5.5	0.6	-1.9539925233402755e-14	0.2	282.78413896409825
244	5.5	0.65	-1.9539925233402755e-14	0.2	288.5261518216731
245	5.5	0.7	-1.9539925233402755e-14	0.22	293.7023602103395
246	5.5	0.75	-1.9539925233402755e-14	0.24	298.3855132402758
247	5.5	0.8	-1.9539925233402755e-14	0.24	302.6430624671796
248	5.5	0.85	-1.9539925233402755e-14	0.26	306.53612587743197
249	5.5	0.9	-1.9539925233402755e-14	0.28	310.0968132650791
250	5.5	0.95	-1.9539925233402755e-14	0.3	313.3615482036446
251	5.5	1.0	-1.9539925233402755e-14	0.3	316.3594555828344
252	6.0	0.0	-6.0	0.0	49.12322718085376
253	6.0	0.05	-2.2000000000000135	0.06	107.11065294210138
254	6.0	0.1	-0.6000000000000192	0.06	145.45695521501406
255	6.0	0.15	-2.1316282072803006e-14	0.08	174.2433915203469
256	6.0	0.2	-2.1316282072803006e-14	0.1	196.8907733512586
257	6.0	0.25	-2.1316282072803006e-14	0.1	215.40182218451895
258	6.0	0.3	-2.1316282072803006e-14	0.12	230.88176902038924
259	6.0	0.35	-2.1316282072803006e-14	0.14	244.0060969596098
260	6.0	0.4	-2.1316282072803006e-14	0.14	255.35484222886947
261	6.0	0.45	-2.1316282072803006e-14	0.16	265.2640090368752
262	6.0	0.5	-2.1316282072803006e-14	0.16	273.9836849079879
263	6.0	0.55	-2.1316282072803006e-14	0.18	281.6893456756622
264	6.0	0.6	-2.1316282072803006e-14	0.18	288.57264560267413
265	6.0	0.65	-2.1316282072803006e-14	0.2	294.7465470118676
266	6.0	0.7	-2.1316282072803006e-14	0.2	300.32211235023044
267	6.0	0.75	-2.1316282072803006e-14	0.22	305.3972960697271
268	6.0	0.8	-2.1316282072803006e-14	0.24	310.019646153806
269	6.0	0.85	-2.1316282072803006e-14	0.24	314.25530611707353
270	6.0	0.9	-2.1316282072803006e-14	0.26	318.14334772768103
271	6.0	0.95	-2.1316282072803006e-14	0.28	321.71247091865985
272	6.0	1.0	-2.1316282072803006e-14	0.28	324.99871194469716
273	6.5	0.0	-6.5	0.0	49.511075456838924
274	6.5	0.05	-2.7000000000000135	0.06	107.5214657080765
275	6.5	0.1	-1.1000000000000192	0.06	145.90457789542626
276	6.5	0.15	-0.300000000000022	0.08	174.74248866433115
277	6.5	0.2	-2.3092638912203256e-14	0.1	197.60557266278593
278	6.5	0.25	-2.3092638912203256e-14	0.1	216.57575745517198
279	6.5	0.3	-2.3092638912203256e-14	0.12	232.50271495000288
280	6.5	0.35	-2.3092638912203256e-14	0.12	246.13120732097394
281	6.5	0.4	-2.3092638912203256e-14	0.14	257.96964704599395
282	6.5	0.45	-2.3092638912203256e-14	0.14	268.3224523946444
283	6.5	0.5	-2.3092638912203256e-14	0.16	277.48002953603327
284	6.5	0.55	-2.3092638912203256e-14	0.16	285.62355318933464
285	6.5	0.6	-2.3092638912203256e-14	0.18	292.8943450484934
286	6.5	0.65	-2.3092638912203256e-14	0.18	299.4536926315669
287	6.5	0.7	-2.3092638912203256e-14	0.2	305.4045314260941
288	6.5	0.75	-2.3092638912203256e-14	0.2	310.8167769561986
289	6.5	0.8	-2.3092638912203256e-14	0.22	315.78329420601005
290	6.5	0.85	-2.3092638912203256e-14	0.24	320.32781165918385
291	6.5	0.9	-2.3092638912203256e-14	0.24	324.51946695244385
292	6.5	0.95	-2.3092638912203256e-14	0.26	328.3756079089863
293	6.5	1.0	-2.3092638912203256e-14	0.26	331.9271251717682
294	7.0	0.0	-7.0	0.0	49.784667479867615
295	7.0	0.05	-3.2000000000000135	0.06	107.81074781044003
296	7.0	0.1	-1.6000000000000192	0.06	146.21901079444393
297	7.0	0.15	-0.800000000000022	0.08	175.0838408138425
298	7.0	0.2	-2.4868995751603507e-14	0.08	198.08267995180336
299	7.0	0.25	-2.4868995751603507e-14	0.1	217.28341511642355
300	7.0	0.3	-2.4868995751603507e-14	0.12	233.4787189794208
301	7.0	0.35	-2.4868995751603507e-14	0.12	247.49008920784996
302	7.0	0.4	-2.4868995751603507e-14	0.14	259.6811283177597
303	7.0	0.45	-2.4868995751603507e-14	0.14	270.4446531263525
304	7.0	0.5	-2.4868995751603507e-14	0.14	279.9479223194499
305	7.0	0.55	-2.4868995751603507e-14	0.16	288.4268517177369
306	7.0	0.6	-2.4868995751603507e-14	0.16	296.0390275913515
307	7.0	0.65	-2.4868995751603507e-14	0.18	302.93434482212143
308	7.0	0.7	-2.4868995751603507e-14	0.18	309.1945089645519
309	7.0	0.75	-2.4868995751603507e-14	0.2	314.93324031181123
310	7.0	0.8	-2.4868995751603507e-14	0.2	320.1769539943185
311	7.0	0.85	-2.4868995751603507e-14	0.22	325.0256778310818
312	7.0	0.9	-2.4868995751603507e-14	0.24	329.47542751619585
313	7.0	0.95	-2.4868995751603507e-14	0.24	333.60271647167326
314	7.0	1.0	-2.4868995751603507e-14	0.26	337.40174505395373
315	7.5	0.0	-7.5	0.0	49.961463278092616
316	7.5	0.05	-3.7000000000000135	0.06	107.99708082025501
317	7.5	0.1	-2.100000000000019	0.06	146.42064402997437
318	7.5	0.15	-1.4000000000000217	0.08	175.30189882589377
319	7.5	0.2	-0.5000000000000249	0.08	198.32301113037536
320	7.5	0.25	-0.10000000000002629	0.1	217.59155167870253
321	7.5	0.3	-2.6645352591003757e-14	0.1	233.98449598696465
322	7.5	0.35	-2.6645352591003757e-14	0.12	248.2354521826711
323	7.5	0.4	-2.6645352591003757e-14	0.12	260.68727709758815
324	7.5	0.45	-2.6645352591003757e-14	0.14	271.687396714153
325	7.5	0.5	-2.6645352591003757e-14	0.14	281.491874602584
326	7.5	0.55	-2.6645352591003757e-14	0.14	290.22565603643386
327	7.5	0.6	-2.6645352591003757e-14	0.16	298.14220880859
328	7.5	0.65	-2.6645352591003757e-14	0.18	305.29590903779206
329	7.5	0.7	-2.6645352591003757e-14	0.18	311.8605217636359
330	7.5	0.75	-2.6645352591003757e-14	0.2	317.84700456182674
331	7.5	0.8	-2.6645352591003757e-14	0.2	323.38509517537307
332	7.5	0.85	-2.6645352591003757e-14	0.22	328.46380184434025
333	7.5	0.9	-2.6645352591003757e-14	0.22	333.1861426330047
334	7.5	0.95	-2.6645352591003757e-14	0.24	337.5294495968532
335	7.5	1.0	-2.6645352591003757e-14	0.24	341.573700455745
336	8.0	0.0	-8.0	0.0	50.07775663875488
337	8.0	0.05	-4.2000000000000135	0.06	108.11929660437428
338	8.0	0.1	-2.600000000000019	0.06	146.5523691016594
339	8.0	0.15	-1.9000000000000217	0.08	175.44396198384635
340	8.0	0.2	-1.0000000000000249	0.08	198.47885323635762
341	8.0	0.25	-0.6000000000000263	0.1	217.76178108712156
342	8.0	0.3	-2.842170943040401e-14	0.1	234.23501452778095
343	8.0	0.35	-2.842170943040401e-14	0.12	248.59798588924042
344	8.0	0.4	-2.842170943040401e-14	0.12	261.253311306976
345	8.0	0.45	-2.842170943040401e-14	0.12	272.40682286028965
346	8.0	0.5	-2.842170943040401e-14	0.14	282.3994429293061
347	8.0	0.55	-2.842170943040401e-14	0.14	291.3748127649543
348	8.0	0.6	-2.842170943040401e-14	0.16	299.50484212519876
349	8.0	0.65	-2.842170943040401e-14	0.16	306.91314610181206
350	8.0	0.7	-2.842170943040401e-14	0.18	313.69055859823476
351	8.0	0.75	-2.842170943040401e-14	0.18	319.92725542035896
352	8.0	0.8	-2.842170943040401e-14	0.2	325.66694542073867
353	8.0	0.85	-2.842170943040401e-14	0.2	330.98612358578765
354	8.0	0.9	-2.842170943040401e-14	0.22	335.8962465779155
355	8.0	0.95	-2.842170943040401e-14	0.22	340.4658876225865
356	8.0	1.0	-2.842170943040401e-14	0.24	344.686749067052
357	8.5	0.0	-8.5	0.0	50.14920823311427
358	8.5	0.05	-4.7000000000000135	0.06	108.19399658208309
359	8.5	0.1	-3.100000000000019	0.06	146.63229643224406
360	8.5	0.15	-2.4000000000000217	0.08	175.5295797809645
361	8.5	0.2	-1.5000000000000249	0.08	198.57205122296463
362	8.5	0.25	-1.1000000000000263	0.1	217.86287555910266
363	8.5	0.3	-0.5000000000000284	0.1	234.34634448293122
364	8.5	0.35	-0.30000000000002913	0.12	248.72809055793957
365	8.5	0.4	-0.10000000000002984	0.12	261.4577430647059
366	8.5	0.45	-3.019806626980426e-14	0.12	272.7546854106072
367	8.5	0.5	-3.019806626980426e-14	0.14	282.8400475780343
368	8.5	0.55	-3.019806626980426e-14	0.14	291.9824482595406
369	8.5	0.6	-3.019806626980426e-14	0.16	300.2544023364054
370	8.5	0.65	-3.019806626980426e-14	0.16	307.8601011387385
371	8.5	0.7	-3.019806626980426e-14	0.16	314.8051534804692
372	8.5	0.75	-3.019806626980426e-14	0.18	321.24171564278686
373	8.5	0.8	-3.019806626980426e-14	0.18	327.1637573282219
374	8.5	0.85	-3.019806626980426e-14	0.2	332.6715787294815
375	8.5	0.9	-3.019806626980426e-14	0.2	337.767431580086
376	8.5	0.95	-3.019806626980426e-14	0.22	342.51264309113816
377	8.5	1.0	-3.019806626980426e-14	0.22	346.91301260544424
378	9.0	0.0	-9.0	0.0	50.19019990406135
379	9.0	0.05	-5.2000000000000135	0.06	108.23654681199741
380	9.0	0.1	-3.600000000000019	0.06	146.67735872227456
381	9.0	0.15	-2.9000000000000217	0.08	175.57737730730543
382	9.0	0.2	-2.000000000000025	0.08	198.62349159880827
383	9.0	0.25	-1.6000000000000263	0.1	217.91810843243624
384	9.0	0.3	-1.0000000000000284	0.1	234.4064866832847
385	9.0	0.35	-0.8000000000000291	0.12	248.7934224949731
386	9.0	0.4	-0.6000000000000298	0.12	261.52996547631074
387	9.0	0.45	-0.3000000000000309	0.12	272.84130017921973
388	9.0	0.5	-0.20000000000003126	0.14	282.95516937409695
389	9.0	0.55	-3.197442310920451e-14	0.14	292.19389986739293
390	9.0	0.6	-3.197442310920451e-14	0.14	300.58529027219623
391	9.0	0.65	-3.197442310920451e-14	0.16	308.3096176951105
392	9.0	0.7	-3.197442310920451e-14	0.16	315.4101903204027
393	9.0	0.75	-3.197442310920451e-14	0.18	321.9678052068167
394	9.0	0.8	-3.197442310920451e-14	0.18	328.0590264836358
395	9.0	0.85	-3.197442310920451e-14	0.18	333.68446041819726
396	9.0	0.9	-3.197442310920451e-14	0.2	338.9583363054968
397	9.0	0.95	-3.197442310920451e-14	0.2	343.8259714877102
398	9.0	1.0	-3.197442310920451e-14	0.22	348.40127622958636
399	9.5	0.0	-9.5	0.0	50.212343486216774
400	9.5	0.05	-5.7000000000000135	0.06	108.2594745873545
401	9.5	0.1	-4.100000000000019	0.06	146.7015534186492
402	9.5	0.15	-3.4000000000000217	0.08	175.60295153164327
403	9.5	0.2	-2.500000000000025	0.08	198.65090222966913
404	9.5	0.25	-2.1000000000000263	0.1	217.94742909895135
405	9.5	0.3	-1.5000000000000284	0.1	234.4382751400351
406	9.5	0.35	-1.3000000000000291	0.12	248.82781592494226
407	9.5	0.4	-1.1000000000000298	0.12	261.5678106656884
408	9.5	0.45	-0.8000000000000309	0.12	272.8835555375572
409	9.5	0.5	-0.7000000000000313	0.14	283.00206154445056
410	9.5	0.55	-0.20000000000003304	0.14	292.257627900254
411	9.5	0.6	-3.375077994860476e-14	0.14	300.70789816177574
412	9.5	0.65	-3.375077994860476e-14	0.16	308.4830715352227
413	9.5	0.7	-3.375077994860476e-14	0.16	315.6825623729525
414	9.5	0.75	-3.375077994860476e-14	0.16	322.3189480081822
415	9.5	0.8	-3.375077994860476e-14	0.18	328.52440836786167
416	9.5	0.85	-3.375077994860476e-14	0.18	334.26794764486755
417	9.5	0.9	-3.375077994860476e-14	0.2	339.64111833243584
418	9.5	0.95	-3.375077994860476e-14	0.2	344.6433741633877
419	9.5	1.0	-3.375077994860476e-14	0.2	349.29785831250047
