	L	s	dL	gs	utility
48	1.0	0.3	-2.220446049250313e-16	0.24	347.3547394522572
49	1.0	0.35	-2.220446049250313e-16	0.26	352.73384500226445
50	1.0	0.4	-2.220446049250313e-16	0.3	357.0919286672459
51	1.0	0.45	-2.220446049250313e-16	0.34	360.68766361124773
52	1.0	0.5	-2.220446049250313e-16	0.36	363.7000120274304
53	1.0	0.55	-2.220446049250313e-16	0.4	366.25580095147365
54	1.0	0.6	-2.220446049250313e-16	0.44	368.4458283253859
55	1.0	0.65	-2.220446049250313e-16	0.48	370.3376187205114
56	1.0	0.7	-2.220446049250313e-16	0.5	371.98208792112604
57	1.0	0.75	-2.220446049250313e-16	0.54	373.4180148502809
58	1.0	0.8	-2.220446049250313e-16	0.58	374.6754656142686
59	1.0	0.85	-2.220446049250313e-16	0.64	375.7777866285582
60	1.0	0.9	-2.220446049250313e-16	0.68	376.74316389341783
61	1.0	0.95	-2.220446049250313e-16	0.74	377.58578692985793
62	1.0	1.0	-2.220446049250313e-16	0.8	378.31660722717834
63	1.5	0.0	-1.5	0.0	294.8879984508845
64	1.5	0.05	1.3322676295501878e-15	0.06	358.99512938452693
65	1.5	0.1	1.3322676295501878e-15	0.08	397.13842030149965
66	1.5	0.15	1.3322676295501878e-15	0.1	422.91078642767883
67	1.5	0.2	1.3322676295501878e-15	0.12	441.71137369481823
68	1.5	0.25	1.3322676295501878e-15	0.14	456.1398361228663
69	1.5	0.3	1.3322676295501878e-15	0.16	467.6068143886451
70	1.5	0.35	1.3322676295501878e-15	0.18	476.9453873666009
71	1.5	0.4	1.3322676295501878e-15	0.22	484.6873231409933
72	1.5	0.45	1.3322676295501878e-15	0.24	491.20054440177347
73	1.5	0.5	1.3322676295501878e-15	0.26	496.75029049810877
74	1.5	0.55	1.3322676295501878e-15	0.28	501.52845351672624
75	1.5	0.6	1.3322676295501878e-15	0.3	505.6765476084377
76	1.5	0.65	1.3322676295501878e-15	0.32	509.3012108489731
77	1.5	0.7	1.3322676295501878e-15	0.34	512.4845053141943
78	1.5	0.75	1.3322676295501878e-15	0.38	515.2889073531213
79	1.5	0.8	1.3322676295501878e-15	0.4	517.7635908534917
80	1.5	0.85	1.3322676295501878e-15	0.42	519.9495456959121
81	1.5	0.9	1.3322676295501878e-15	0.46	521.876287112223
82	1.5	0.95	1.3322676295501878e-15	0.5	523.5681495002666
83	1.5	1.0	1.3322676295501878e-15	0.54	525.0436767528355
84	2.0	0.0	-2.0	0.0	353.2312925092881
85	2.0	0.05	1.7763568394002505e-15	0.04	423.69098311177265
86	2.0	0.1	1.7763568394002505e-15	0.06	469.2047076830189
87	2.0	0.15	1.7763568394002505e-15	0.08	501.8879624921857
88	2.0	0.2	1.7763568394002505e-15	0.1	526.7811258937611
89	2.0	0.25	1.7763568394002505e-15	0.12	546.478231912239
90	2.0	0.3	1.7763568394002505e-15	0.14	562.49113025793
91	2.0	0.35	1.7763568394002505e-15	0.14	575.7768295027652
92	2.0	0.4	1.7763568394002505e-15	0.16	586.9938302754547
93	2.0	0.45	1.7763568394002505e-15	0.18	596.5755521152264
94	2.0	0.5	1.7763568394002505e-15	0.2	604.8435029705689
95	2.0	0.55	1.7763568394002505e-15	0.22	612.0373357348313
96	2.0	0.6	1.7763568394002505e-15	0.24	618.3399534491788
97	2.0	0.65	1.7763568394002505e-15	0.24	623.8921585126274
98	2.0	0.7	1.7763568394002505e-15	0.26	628.8036994192365
99	2.0	0.75	1.7763568394002505e-15	0.28	633.1611026807368
100	2.0	0.8	1.7763568394002505e-15	0.3	637.0308081158578
101	2.0	0.85	1.7763568394002505e-15	0.32	640.4671617730462
102	2.0	0.9	1.7763568394002505e-15	0.36	643.5111612613391
103	2.0	0.95	1.7763568394002505e-15	0.38	646.1947238174481
104	2.0	1.0	1.7763568394002505e-15	0.42	648.5451985544883
105	2.5	0.0	-2.5	0.0	399.40590104159804
106	2.5	0.05	2.220446049250313e-15	0.04	473.966350589875
107	2.5	0.1	2.220446049250313e-15	0.06	524.972407480014
108	2.5	0.15	2.220446049250313e-15	0.08	562.9170990883352
109	2.5	0.2	2.220446049250313e-15	0.08	592.7494410799184
110	2.5	0.25	2.220446049250313e-15	0.1	617.0297276740243
111	2.5	0.3	2.220446049250313e-15	0.12	637.148339614741
112	2.5	0.35	2.220446049250313e-15	0.12	654.1555397850774
113	2.5	0.4	2.220446049250313e-15	0.14	668.7213030397513
114	2.5	0.45	2.220446049250313e-15	0.14	681.3030920878433
115	2.5	0.5	2.220446049250313e-15	0.16	692.294304288979
116	2.5	0.55	2.220446049250313e-15	0.18	701.9471798855691
117	2.5	0.6	2.220446049250313e-15	0.18	710.468111386046
118	2.5	0.65	2.220446049250313e-15	0.2	718.0339704704497
119	2.5	0.7	2.220446049250313e-15	0.22	724.7681244730253
120	2.5	0.75	2.220446049250313e-15	0.24	730.7731446697429
121	2.5	0.8	2.220446049250313e-15	0.24	736.1302945352732
122	2.5	0.85	2.220446049250313e-15	0.26	740.9075721609433
123	2.5	0.9	2.220446049250313e-15	0.28	745.1585206993465
124	2.5	0.95	2.220446049250313e-15	0.3	748.9229618402451
125	2.5	1.0	2.220446049250313e-15	0.34	752.2326920928485
126	3.0	0.0	-3.0	0.0	435.48811343691864
127	3.0	0.05	-0.09999999999999742	0.04	512.00318434996
128	3.0	0.1	2.6645352591003757e-15	0.06	566.674255990947
129	3.0	0.15	2.6645352591003757e-15	0.06	609.0590445657044
130	3.0	0.2	2.6645352591003757e-15	0.08	643.2384308397101
131	3.0	0.25	2.6645352591003757e-15	0.08	671.4291986511291
132	3.0	0.3	2.6645352591003757e-15	0.1	695.3357156247746
133	3.0	0.35	2.6645352591003757e-15	0.1	715.7340852298203
134	3.0	0.4	2.6645352591003757e-15	0.12	733.4750459664008
135	3.0	0.45	2.6645352591003757e-15	0.12	748.9158914840565
136	3.0	0.5	2.6645352591003757e-15	0.14	762.5525947657388
137	3.0	0.55	2.6645352591003757e-15	0.14	774.5913599975469
138	3.0	0.6	2.6645352591003757e-15	0.16	785.3182993097608
139	3.0	0.65	2.6645352591003757e-15	0.18	794.8864368502154
140	3.0	0.7	2.6645352591003757e-15	0.18	803.448499355761
141	3.0	0.75	2.6645352591003757e-15	0.2	811.1299903610693
142	3.0	0.8	2.6645352591003757e-15	0.22	818.0125534979479
143	3.0	0.85	2.6645352591003757e-15	0.22	824.1724742103943
144	3.0	0.9	2.6645352591003757e-15	0.24	829.6763491490419
145	3.0	0.95	2.6645352591003757e-15	0.26	834.565394361445
146	3.0	1.0	2.6645352591003757e-15	0.28	838.8756186702866
147	3.5	0.0	-3.5	0.0	463.5310210769216
148	3.5	0.05	-0.6999999999999975	0.04	541.1522398268878
149	3.5	0.1	3.1086244689504383e-15	0.06	597.7723106303495
150	3.5	0.15	3.1086244689504383e-15	0.06	643.7209978245647
151	3.5	0.2	3.1086244689504383e-15	0.06	681.1252565014371
152	3.5	0.25	3.1086244689504383e-15	0.08	712.9704313428065
153	3.5	0.3	3.1086244689504383e-15	0.08	740.0553812774165
154	3.5	0.35	3.1086244689504383e-15	0.1	763.60738959978
155	3.5	0.4	3.1086244689504383e-15	0.1	784.1849320297767
156	3.5	0.45	3.1086244689504383e-15	0.12	802.3239897656092
157	3.5	0.5	3.1086244689504383e-15	0.12	818.4324199343743
158	3.5	0.55	3.1086244689504383e-15	0.14	832.7710822930267
159	3.5	0.6	3.1086244689504383e-15	0.14	845.6306289172919
160	3.5	0.65	3.1086244689504383e-15	0.16	857.1528610010326
161	3.5	0.7	3.1086244689504383e-15	0.16	867.5348480674902
162	3.5	0.75	3.1086244689504383e-15	0.18	876.8696424980326
163	3.5	0.8	3.1086244689504383e-15	0.18	885.2758024137306
164	3.5	0.85	3.1086244689504383e-15	0.2	892.831880271961
165	3.5	0.9	3.1086244689504383e-15	0.2	899.598138265992
166	3.5	0.95	3.1086244689504383e-15	0.22	905.6288040047943
167	3.5	1.0	3.1086244689504383e-15	0.24	910.964697208241
168	4.0	0.0	-4.0	0.0	485.0834005503526
169	4.0	0.05	-1.1999999999999975	0.04	563.5381582736052
170	4.0	0.1	-0.09999999999999654	0.04	621.3770263945914
171	4.0	0.15	3.552713678800501e-15	0.06	669.2350240077941
172	4.0	0.2	3.552713678800501e-15	0.06	709.4857042465158
173	4.0	0.25	3.552713678800501e-15	0.08	743.7712072293745
174	4.0	0.3	3.552713678800501e-15	0.08	773.7561518235602
175	4.0	0.35	3.552713678800501e-15	0.08	799.8671231543891
176	4.0	0.4	3.552713678800501e-15	0.1	823.0108063255137
177	4.0	0.45	3.552713678800501e-15	0.1	843.6245348332349
178	4.0	0.5	3.552713678800501e-15	0.1	861.9643246523952
179	4.0	0.55	3.552713678800501e-15	0.12	878.5042144761936
180	4.0	0.6	3.552713678800501e-15	0.12	893.3374570205287
181	4.0	0.65	3.552713678800501e-15	0.14	906.7437765851137
182	4.0	0.7	3.552713678800501e-15	0.14	918.8598382019721
183	4.0	0.75	3.552713678800501e-15	0.16	929.8026603472106
184	4.0	0.8	3.552713678800501e-15	0.16	939.6969188162602
185	4.0	0.85	3.552713678800501e-15	0.18	948.6160787399108
186	4.0	0.9	3.552713678800501e-15	0.18	956.6270820811189
187	4.0	0.95	3.552713678800501e-15	0.2	963.8001231381919
188	4.0	1.0	3.552713678800501e-15	0.22	970.1598340972099
189	4.5	0.0	-4.5	0.0	501.7796209993765
190	4.5	0.05	-1.8000000000000096	0.04	580.8536523938176
191	4.5	0.1	-0.7000000000000135	0.04	639.5643757104751
192	4.5	0.15	-0.40000000000001457	0.06	688.3463736642692
193	4.5	0.2	-1.5987211554602254e-14	0.06	730.3749733205082
194	4.5	0.25	-1.5987211554602254e-14	0.06	766.638969012964
195	4.5	0.3	-1.5987211554602254e-14	0.08	798.6193562150233
196	4.5	0.35	-1.5987211554602254e-14	0.08	827.1206117434473
197	4.5	0.4	-1.5987211554602254e-14	0.08	852.3858281262903
198	4.5	0.45	-1.5987211554602254e-14	0.1	875.0771918979909
199	4.5	0.5	-1.5987211554602254e-14	0.1	895.5781109895574
200	4.5	0.55	-1.5987211554602254e-14	0.1	913.9928994923441
201	4.5	0.6	-1.5987211554602254e-14	0.12	930.7118869298062
202	4.5	0.65	-1.5987211554602254e-14	0.12	945.8932738545847
203	4.5	0.7	-1.5987211554602254e-14	0.12	959.6182869134076
204	4.5	0.75	-1.5987211554602254e-14	0.14	972.1269974095724
205	4.5	0.8	-1.5987211554602254e-14	0.14	983.4335215696968
206	4.5	0.85	-1.5987211554602254e-14	0.16	993.6876858981954
207	4.5	0.9	-1.5987211554602254e-14	0.16	1002.9135915728937
208	4.5	0.95	-1.5987211554602254e-14	0.18	1011.2030340200104
209	4.5	1.0	-1.5987211554602254e-14	0.2	1018.5696566759963
210	5.0	0.0	-5.0	0.0	514.4026732776941
211	5.0	0.05	-2.3000000000000096	0.04	593.9276053720097
212	5.0	0.1	-1.2000000000000135	0.04	653.2734508913065
213	5.0	0.15	-1.0000000000000142	0.06	702.6778495785363
214	5.0	0.2	-0.40000000000001634	0.06	745.5502603511363
215	5.0	0.25	-1.7763568394002505e-14	0.06	783.2393084801706
216	5.0	0.3	-1.7763568394002505e-14	0.06	816.4894091506726
217	5.0	0.35	-1.7763568394002505e-14	0.08	846.6240455981205
218	5.0	0.4	-1.7763568394002505e-14	0.08	873.8249227572852
219	5.0	0.45	-1.7763568394002505e-14	0.08	898.2426581308764
220	5.0	0.5	-1.7763568394002505e-14	0.1	920.4019093935756
221	5.0	0.55	-1.7763568394002505e-14	0.1	940.6487432581399
222	5.0	0.6	-1.7763568394002505e-14	0.1	959.0189883251298
223	5.0	0.65	-1.7763568394002505e-14	0.12	975.7350339597141
224	5.0	0.7	-1.7763568394002505e-14	0.12	991.0405104098415
225	5.0	0.75	-1.7763568394002505e-14	0.12	1004.9438119829246
226	5.0	0.8	-1.7763568394002505e-14	0.14	1017.6114296793676
227	5.0	0.85	-1.7763568394002505e-14	0.14	1029.1231347270893
228	5.0	0.9	-1.7763568394002505e-14	0.16	1039.517035183291
229	5.0	0.95	-1.7763568394002505e-14	0.16	1048.8661170304504
230	5.0	1.0	-1.7763568394002505e-14	0.18	1057.2088381025176
231	5.5	0.0	-5.5	0.0	523.3377608445902
232	5.5	0.05	-2.8000000000000096	0.04	603.1748343078604
233	5.5	0.1	-1.8000000000000131	0.04	662.9606829806114
234	5.5	0.15	-1.5000000000000142	0.06	712.7981925002562
235	5.5	0.2	-0.9000000000000163	0.06	756.2075387128383
236	5.5	0.25	-0.5000000000000178	0.06	794.5648399974018
237	5.5	0.3	-1.9539925233402755e-14	0.06	828.7821344606053
238	5.5	0.35	-1.9539925233402755e-14	0.08	859.7404658391466
239	5.5	0.4	-1.9539925233402755e-14	0.08	888.1648385436768
240	5.5	0.45	-1.9539925233402755e-14	0.08	914.1069637424682
241	5.5	0.5	-1.9539925233402755e-14	0.08	937.6565924447558
242	5.5	0.55	-1.9539925233402755e-14	0.1	959.216592374527
243	5.5	0.6	-1.9539925233402755e-14	0.1	979.0789924421883
244	5.5	0.65	-1.9539925233402755e-14	0.1	997.2420591524617
245	5.5	0.7	-1.9539925233402755e-14	0.1	1013.8064858677276
246	5.5	0.75	-1.9539925233402755e-14	0.12	1029.0490174489794
247	5.5	0.8	-1.9539925233402755e-14	0.12	1042.9544957711746
248	5.5	0.85	-1.9539925233402755e-14	0.14	1055.5991906648273
249	5.5	0.9	-1.9539925233402755e-14	0.14	1067.0977833239233
250	5.5	0.95	-1.9539925233402755e-14	0.16	1077.4452415682788
251	5.5	1.0	-1.9539925233402755e-14	0.16	1086.7153619431267
252	6.0	0.0	-6.0	0.0	529.8366512543249
253	6.0	0.05	-3.3000000000000096	0.04	609.8856165279336
254	6.0	0.1	-2.300000000000013	0.04	669.9720504395156
255	6.0	0.15	-2.000000000000014	0.06	720.1033871870206
256	6.0	0.2	-1.500000000000016	0.06	763.8760447531147
257	6.0	0.25	-1.0000000000000178	0.06	802.6620418203049
258	6.0	0.3	-0.6000000000000192	0.06	837.3739978548874
259	6.0	0.35	-0.2000000000000206	0.06	868.7900549219179
260	6.0	0.4	-0.30000000000002025	0.08	897.8282689487601
261	6.0	0.45	-2.1316282072803006e-14	0.08	924.6680517349789
262	6.0	0.5	-2.1316282072803006e-14	0.08	949.3694059810904
263	6.0	0.55	-2.1316282072803006e-14	0.08	971.9825962792407
264	6.0	0.6	-2.1316282072803006e-14	0.1	992.8543440963796
265	6.0	0.65	-2.1316282072803006e-14	0.1	1012.205855538577
266	6.0	0.7	-2.1316282072803006e-14	0.1	1030.0046264970285
267	6.0	0.75	-2.1316282072803006e-14	0.1	1046.2731152778479
268	6.0	0.8	-2.1316282072803006e-14	0.12	1061.2873871522831
269	6.0	0.85	-2.1316282072803006e-14	0.12	1075.0079727594216
270	6.0	0.9	-2.1316282072803006e-14	0.14	1087.4625467184255
271	6.0	0.95	-2.1316282072803006e-14	0.14	1098.7627611715504
272	6.0	1.0	-2.1316282072803006e-14	0.16	1108.8783469420143
273	6.5	0.0	-6.5	0.0	534.567358968526
274	6.5	0.05	-3.8000000000000096	0.04	614.7574820289473
275	6.5	0.1	-2.800000000000013	0.04	675.0449923044946
276	6.5	0.15	-2.500000000000014	0.06	725.371430620331
277	6.5	0.2	-2.000000000000016	0.06	769.3861747146752
278	6.5	0.25	-1.5000000000000178	0.06	808.455608474883
279	6.5	0.3	-1.1000000000000192	0.06	843.4908535125256
280	6.5	0.35	-0.7000000000000206	0.06	875.2140791985737
281	6.5	0.4	-0.8000000000000203	0.08	904.5849986289398
282	6.5	0.45	-0.5000000000000213	0.08	931.8247730138008
283	6.5	0.5	-0.20000000000002238	0.08	957.080720436685
284	6.5	0.55	-2.3092638912203256e-14	0.08	980.4673208522678
285	6.5	0.6	-2.3092638912203256e-14	0.08	1002.0318962523905
286	6.5	0.65	-2.3092638912203256e-14	0.1	1022.109531230429
287	6.5	0.7	-2.3092638912203256e-14	0.1	1040.8094853181983
288	6.5	0.75	-2.3092638912203256e-14	0.1	1058.0700484612282
289	6.5	0.8	-2.3092638912203256e-14	0.1	1073.8885221945557
290	6.5	0.85	-2.3092638912203256e-14	0.12	1088.503230883894
291	6.5	0.9	-2.3092638912203256e-14	0.12	1101.8484603889913
292	6.5	0.95	-2.3092638912203256e-14	0.14	1113.937665989531
293	6.5	1.0	-2.3092638912203256e-14	0.14	1124.8455513464953
294	7.0	0.0	-7.0	0.0	538.0828058862879
295	7.0	0.05	-4.30000000000001	0.04	618.3651563028235
296	7.0	0.1	-3.300000000000013	0.04	678.7844797872382
297	7.0	0.15	-3.100000000000014	0.06	729.2380239564337
298	7.0	0.2	-2.500000000000016	0.06	773.4102467144068
299	7.0	0.25	-2.1000000000000174	0.06	812.6629928597824
300	7.0	0.3	-1.6000000000000192	0.06	847.9068901592201
301	7.0	0.35	-1.3000000000000203	0.06	879.8405024775741
302	7.0	0.4	-1.40000000000002	0.08	909.4107010477926
303	7.0	0.45	-1.100000000000021	0.08	936.8931465175367
304	7.0	0.5	-0.800000000000022	0.08	962.4232873446621
305	7.0	0.55	-0.5000000000000231	0.08	986.131858116505
306	7.0	0.6	-0.20000000000002416	0.08	1008.1326926971578
307	7.0	0.65	-2.4868995751603507e-14	0.08	1028.5664349539934
308	7.0	0.7	-2.4868995751603507e-14	0.1	1047.7469961654735
309	7.0	0.75	-2.4868995751603507e-14	0.1	1065.6420071211355
310	7.0	0.8	-2.4868995751603507e-14	0.1	1082.1965029544936
311	7.0	0.85	-2.4868995751603507e-14	0.12	1097.4146440557365
312	7.0	0.9	-2.4868995751603507e-14	0.12	1111.457872516175
313	7.0	0.95	-2.4868995751603507e-14	0.12	1124.23997261369
314	7.0	1.0	-2.4868995751603507e-14	0.14	1135.7943207661692
315	7.5	0.0	-7.5	0.0	540.4564006785894
316	7.5	0.05	-4.80000000000001	0.04	620.7937320394489
317	7.5	0.1	-3.800000000000013	0.04	681.2918911793441
318	7.5	0.15	-3.600000000000014	0.06	731.8208099985413
319	7.5	0.2	-3.000000000000016	0.06	776.0861075729142
320	7.5	0.25	-2.6000000000000174	0.06	815.4464684483028
321	7.5	0.3	-2.200000000000019	0.06	850.8122437754091
322	7.5	0.35	-1.8000000000000203	0.06	882.8696877542669
323	7.5	0.4	-1.90000000000002	0.08	912.5526327134467
324	7.5	0.45	-1.600000000000021	0.08	940.1721590424839
325	7.5	0.5	-1.300000000000022	0.08	965.8577468903007
326	7.5	0.55	-1.000000000000023	0.08	989.7363555471088
327	7.5	0.6	-0.7000000000000242	0.08	1011.9230610455733
328	7.5	0.65	-0.4000000000000252	0.08	1032.5371605798098
329	7.5	0.7	-0.5000000000000249	0.1	1051.8939797894886
330	7.5	0.75	-0.20000000000002593	0.1	1070.042528537589
331	7.5	0.8	-2.6645352591003757e-14	0.1	1086.9706637131367
332	7.5	0.85	-2.6645352591003757e-14	0.1	1102.6239977679268
333	7.5	0.9	-2.6645352591003757e-14	0.12	1117.0635167275086
334	7.5	0.95	-2.6645352591003757e-14	0.12	1130.3401630825679
335	7.5	1.0	-2.6645352591003757e-14	0.12	1142.3486703818592
336	8.0	0.0	-8.0	0.0	542.1644386205418
337	8.0	0.05	-5.30000000000001	0.04	622.5352291917543
338	8.0	0.1	-4.300000000000013	0.04	683.0814548172265
339	8.0	0.15	-4.100000000000014	0.06	733.656321174437
340	8.0	0.2	-3.500000000000016	0.06	777.9773893304564
341	8.0	0.25	-3.1000000000000174	0.06	817.4022642453424
342	8.0	0.3	-2.700000000000019	0.06	852.8407054229385
343	8.0	0.35	-2.3000000000000203	0.06	884.9747421230854
344	8.0	0.4	-2.40000000000002	0.08	914.7241044212041
345	8.0	0.45	-2.100000000000021	0.08	942.4194672844868
346	8.0	0.5	-1.800000000000022	0.08	968.1915125214753
347	8.0	0.55	-1.500000000000023	0.08	992.1650856828362
348	8.0	0.6	-1.2000000000000242	0.08	1014.4540095793268
349	8.0	0.65	-0.9000000000000252	0.08	1035.1702604514105
350	8.0	0.7	-1.0000000000000249	0.1	1054.615049699024
351	8.0	0.75	-0.8000000000000256	0.1	1072.8678456788864
352	8.0	0.8	-0.5000000000000266	0.1	1089.912194381287
353	8.0	0.85	-0.10000000000002807	0.1	1105.743543658251
354	8.0	0.9	-2.842170943040401e-14	0.1	1120.3517747144708
355	8.0	0.95	-2.842170943040401e-14	0.12	1133.885208749551
356	8.0	1.0	-2.842170943040401e-14	0.12	1146.2261907719835
357	8.5	0.0	-8.5	0.0	543.3548573193065
358	8.5	0.05	-5.80000000000001	0.04	623.7455040841662
359	8.5	0.1	-4.800000000000013	0.04	684.320301537262
360	8.5	0.15	-4.600000000000014	0.06	734.9222878767788
361	8.5	0.2	-4.000000000000016	0.06	779.2760357178768
362	8.5	0.25	-3.6000000000000174	0.06	818.7386304316082
363	8.5	0.3	-3.200000000000019	0.06	854.2189518961382
364	8.5	0.35	-2.8000000000000203	0.06	886.3968143357049
365	8.5	0.4	-2.90000000000002	0.08	916.18347213273
366	8.5	0.45	-2.600000000000021	0.08	943.9209492744601
367	8.5	0.5	-2.300000000000022	0.08	969.7402107723258
368	8.5	0.55	-2.000000000000023	0.08	993.764755979473
369	8.5	0.6	-1.7000000000000242	0.08	1016.1074240806829
370	8.5	0.65	-1.4000000000000252	0.08	1036.8759769202331
371	8.5	0.7	-1.5000000000000249	0.1	1056.3646685774354
372	8.5	0.75	-1.3000000000000256	0.1	1074.668091201555
373	8.5	0.8	-1.0000000000000266	0.1	1091.7647600091263
374	8.5	0.85	-0.7000000000000277	0.1	1107.64979287341
375	8.5	0.9	-0.30000000000002913	0.1	1122.3100448275482
376	8.5	0.95	-0.30000000000002913	0.12	1135.903026935542
377	8.5	1.0	-0.10000000000002984	0.12	1148.3674058320394
378	9.0	0.0	-9.0	0.0	544.1005299572519
379	9.0	0.05	-6.30000000000001	0.04	624.5008970817821
380	9.0	0.1	-5.300000000000013	0.04	685.0896952160839
381	9.0	0.15	-5.100000000000014	0.06	735.7048930542202
382	9.0	0.2	-4.500000000000016	0.06	780.0744753985114
383	9.0	0.25	-4.100000000000017	0.06	819.5552971746079
384	9.0	0.3	-3.700000000000019	0.06	855.0556188187419
385	9.0	0.35	-3.3000000000000203	0.06	887.254271308511
386	9.0	0.4	-3.40000000000002	0.08	917.0584073688442
387	9.0	0.45	-3.100000000000021	0.08	944.8153556012032
388	9.0	0.5	-2.800000000000022	0.08	970.656165269531
389	9.0	0.55	-2.500000000000023	0.08	994.7036619524405
390	9.0	0.6	-2.200000000000024	0.08	1017.0701925418905
391	9.0	0.65	-1.9000000000000252	0.08	1037.8616253348484
392	9.0	0.7	-2.000000000000025	0.1	1057.369169110202
393	9.0	0.75	-1.8000000000000256	0.1	1075.6938163633722
394	9.0	0.8	-1.5000000000000266	0.1	1092.8117898354772
395	9.0	0.85	-1.2000000000000277	0.1	1108.7181235268515
396	9.0	0.9	-0.8000000000000291	0.1	1123.399355683987
397	9.0	0.95	-0.8000000000000291	0.12	1137.0082445934906
398	9.0	1.0	-0.6000000000000298	0.12	1149.4909454161589
399	9.5	0.0	-9.5	0.0	544.5119507070519
400	9.5	0.05	-6.80000000000001	0.04	624.9173540533798
401	9.5	0.1	-5.800000000000013	0.04	685.5134086338865
402	9.5	0.15	-5.600000000000014	0.06	736.135442901923
403	9.5	0.2	-5.000000000000016	0.06	780.513222328559
404	9.5	0.25	-4.600000000000017	0.06	820.0034465355913
405	9.5	0.3	-4.200000000000019	0.06	855.5140489183184
406	9.5	0.35	-3.8000000000000203	0.06	887.7233641733905
407	9.5	0.4	-3.90000000000002	0.08	917.5364473937768
408	9.5	0.45	-3.600000000000021	0.08	945.3033242644971
409	9.5	0.5	-3.300000000000022	0.08	971.155051476771
410	9.5	0.55	-3.000000000000023	0.08	995.2141002149431
411	9.5	0.6	-2.700000000000024	0.08	1017.5925820209802
412	9.5	0.65	-2.4000000000000252	0.08	1038.397525855134
413	9.5	0.7	-2.500000000000025	0.1	1057.9156417360687
414	9.5	0.75	-2.3000000000000256	0.1	1076.2472860591945
415	9.5	0.8	-2.0000000000000266	0.1	1093.375660171392
416	9.5	0.85	-1.7000000000000277	0.1	1109.2923233566191
417	9.5	0.9	-1.3000000000000291	0.1	1123.9836780954406
418	9.5	0.95	-1.3000000000000291	0.12	1137.600231901131
419	9.5	1.0	-1.1000000000000298	0.12	1150.0914675171646
420	10.0	0.0	-10.0	0.0	544.9789616780804
421	10.0	0.05	-7.30000000000001	0.04	625.3889722415433
422	10.0	0.1	-6.300000000000013	0.04	685.9916663650026
423	10.0	0.15	-6.100000000000014	0.06	736.6199402285177
424	10.0	0.2	-5.500000000000016	0.06	781.0051820067195
425	10.0	0.25	-5.100000000000017	0.06	820.5039432070713
426	10.0	0.3	-4.700000000000019	0.06	856.0238511065972
427	10.0	0.35	-4.30000000000002	0.06	888.2427800342053
428	10.0	0.4	-4.40000000000002	0.08	918.0638910591239
429	10.0	0.45	-4.100000000000021	0.08	945.8396265694496
