	L	s	dL	gs	utility
222	5.0	0.6	-1.7763568394002505e-14	0.26	554.9405590268184
223	5.0	0.65	-1.7763568394002505e-14	0.28	561.7874405985953
224	5.0	0.7	-1.7763568394002505e-14	0.3	567.8227450325494
225	5.0	0.75	-1.7763568394002505e-14	0.32	573.1819393537759
226	5.0	0.8	-1.7763568394002505e-14	0.34	577.9642073748506
227	5.0	0.85	-1.7763568394002505e-14	0.36	582.2456833036455
228	5.0	0.9	-1.7763568394002505e-14	0.38	586.0917359731802
229	5.0	0.95	-1.7763568394002505e-14	0.4	589.5313328554239
230	5.0	1.0	-1.7763568394002505e-14	0.42	592.6019360307644
231	5.5	0.0	-5.5	0.0	143.92825576563888
232	5.5	0.05	-2.8000000000000096	0.06	279.4209397798695
233	5.5	0.1	-1.7000000000000135	0.08	351.63652451334394
234	5.5	0.15	-1.1000000000000156	0.1	399.50107015155413
235	5.5	0.2	-0.6000000000000174	0.12	434.64347400528396
236	5.5	0.25	-1.9539925233402755e-14	0.12	462.10675162211373
237	5.5	0.3	-1.9539925233402755e-14	0.14	484.3326204770002
238	5.5	0.35	-1.9539925233402755e-14	0.16	502.7076199339569
239	5.5	0.4	-1.9539925233402755e-14	0.18	518.1596119249409
240	5.5	0.45	-1.9539925233402755e-14	0.18	531.2343428446504
241	5.5	0.5	-1.9539925233402755e-14	0.2	542.3670366589729
242	5.5	0.55	-1.9539925233402755e-14	0.22	551.9682229585201
243	5.5	0.6	-1.9539925233402755e-14	0.24	560.3473447967377
244	5.5	0.65	-1.9539925233402755e-14	0.26	567.7303401352681
245	5.5	0.7	-1.9539925233402755e-14	0.28	574.2785760821362
246	5.5	0.75	-1.9539925233402755e-14	0.3	580.1126328502055
247	5.5	0.8	-1.9539925233402755e-14	0.32	585.3303881982147
248	5.5	0.85	-1.9539925233402755e-14	0.34	590.0134109933796
249	5.5	0.9	-1.9539925233402755e-14	0.36	594.2305263434052
250	5.5	0.95	-1.9539925233402755e-14	0.36	598.0024265666272
251	5.5	1.0	-1.9539925233402755e-14	0.38	601.3935885145818
252	6.0	0.0	-6.0	0.0	144.40984237782232
253	6.0	0.05	-3.3000000000000096	0.06	279.9378040585593
254	6.0	0.1	-2.2000000000000135	0.08	352.19497195765035
255	6.0	0.15	-1.6000000000000156	0.1	400.1067818459286
256	6.0	0.2	-1.1000000000000174	0.12	435.3016826328178
257	6.0	0.25	-0.5000000000000195	0.12	462.8327077457883
258	6.0	0.3	-0.2000000000000206	0.14	485.2005657914681
259	6.0	0.35	-2.1316282072803006e-14	0.16	503.8319813337755
260	6.0	0.4	-2.1316282072803006e-14	0.16	519.6075663005498
261	6.0	0.45	-2.1316282072803006e-14	0.18	533.0312229117859
262	6.0	0.5	-2.1316282072803006e-14	0.18	544.5454751441267
263	6.0	0.55	-2.1316282072803006e-14	0.2	554.593990726615
264	6.0	0.6	-2.1316282072803006e-14	0.22	563.4346190795892
265	6.0	0.65	-2.1316282072803006e-14	0.24	571.26394221455
266	6.0	0.7	-2.1316282072803006e-14	0.26	578.23819452483
267	6.0	0.75	-2.1316282072803006e-14	0.28	584.4831622606341
268	6.0	0.8	-2.1316282072803006e-14	0.28	590.0973020178996
269	6.0	0.85	-2.1316282072803006e-14	0.3	595.1576788481401
270	6.0	0.9	-2.1316282072803006e-14	0.32	599.7105797801717
271	6.0	0.95	-2.1316282072803006e-14	0.34	603.8286593288285
272	6.0	1.0	-2.1316282072803006e-14	0.36	607.5203341868383
273	6.5	0.0	-6.5	0.0	144.71207838655997
274	6.5	0.05	-3.8000000000000096	0.06	280.25966392763104
275	6.5	0.1	-2.7000000000000135	0.08	352.53983174593037
276	6.5	0.15	-2.1000000000000156	0.1	400.4775895261794
277	6.5	0.2	-1.6000000000000174	0.12	435.70107552940266
278	6.5	0.25	-1.0000000000000195	0.12	463.26808263340405
279	6.5	0.3	-0.7000000000000206	0.14	485.67412351273805
280	6.5	0.35	-0.5000000000000213	0.16	504.3478981413283
281	6.5	0.4	-0.300000000000022	0.16	520.2451217015389
282	6.5	0.45	-0.10000000000002274	0.16	533.8010272134575
283	6.5	0.5	-2.3092638912203256e-14	0.18	545.5570221175223
284	6.5	0.55	-2.3092638912203256e-14	0.2	555.8779398021424
285	6.5	0.6	-2.3092638912203256e-14	0.22	565.0091679784856
286	6.5	0.65	-2.3092638912203256e-14	0.22	573.1445611079455
287	6.5	0.7	-2.3092638912203256e-14	0.24	580.4578216660053
288	6.5	0.75	-2.3092638912203256e-14	0.26	587.0336023633774
289	6.5	0.8	-2.3092638912203256e-14	0.28	592.9656293064701
290	6.5	0.85	-2.3092638912203256e-14	0.28	598.3338004084096
291	6.5	0.9	-2.3092638912203256e-14	0.3	603.1893630521273
292	6.5	0.95	-2.3092638912203256e-14	0.32	607.586863098968
293	6.5	1.0	-2.3092638912203256e-14	0.32	611.5406642460913
294	7.0	0.0	-7.0	0.0	144.87712818979992
295	7.0	0.05	-4.30000000000001	0.06	280.4342214700772
296	7.0	0.1	-3.2000000000000135	0.08	352.7254698935635
297	7.0	0.15	-2.6000000000000156	0.1	400.6756378937895
298	7.0	0.2	-2.1000000000000174	0.12	435.9126868626041
299	7.0	0.25	-1.5000000000000195	0.12	463.4966345771026
300	7.0	0.3	-1.2000000000000206	0.14	485.92052784525936
301	7.0	0.35	-1.0000000000000213	0.16	504.6138965206451
302	7.0	0.4	-0.800000000000022	0.16	520.5351847633427
303	7.0	0.45	-0.6000000000000227	0.16	534.1211350807295
304	7.0	0.5	-0.40000000000002345	0.18	545.9188495194953
305	7.0	0.55	-0.3000000000000238	0.2	556.3177872167918
306	7.0	0.6	-2.4868995751603507e-14	0.2	565.5990500864657
307	7.0	0.65	-2.4868995751603507e-14	0.22	573.9266770778609
308	7.0	0.7	-2.4868995751603507e-14	0.24	581.4214172304016
309	7.0	0.75	-2.4868995751603507e-14	0.24	588.2043568750951
310	7.0	0.8	-2.4868995751603507e-14	0.26	594.3726859139466
311	7.0	0.85	-2.4868995751603507e-14	0.28	599.9750659437651
312	7.0	0.9	-2.4868995751603507e-14	0.28	605.0361626750122
313	7.0	0.95	-2.4868995751603507e-14	0.3	609.6559573349598
314	7.0	1.0	-2.4868995751603507e-14	0.32	613.8291086663427
315	7.5	0.0	-7.5	0.0	144.98522931572745
316	7.5	0.05	-4.80000000000001	0.06	280.5470511630929
317	7.5	0.1	-3.7000000000000135	0.08	352.84374276945783
318	7.5	0.15	-3.1000000000000156	0.1	400.79991355550874
319	7.5	0.2	-2.6000000000000174	0.12	436.0434127485138
320	7.5	0.25	-2.0000000000000195	0.12	463.6352813079205
321	7.5	0.3	-1.7000000000000206	0.14	486.0673945812644
322	7.5	0.35	-1.5000000000000213	0.16	504.769629050335
323	7.5	0.4	-1.300000000000022	0.16	520.7015504229615
324	7.5	0.45	-1.1000000000000227	0.16	534.3006047662437
325	7.5	0.5	-0.9000000000000234	0.18	546.1123894793204
326	7.5	0.55	-0.8000000000000238	0.2	556.5254372507633
327	7.5	0.6	-0.5000000000000249	0.2	565.8290595790074
328	7.5	0.65	-0.4000000000000252	0.22	574.1917835223661
329	7.5	0.7	-0.10000000000002629	0.22	581.7426295007006
330	7.5	0.75	-2.6645352591003757e-14	0.24	588.6489660258928
331	7.5	0.8	-2.6645352591003757e-14	0.26	594.9163807491339
332	7.5	0.85	-2.6645352591003757e-14	0.26	600.6381981336674
333	7.5	0.9	-2.6645352591003757e-14	0.28	605.859006985299
334	7.5	0.95	-2.6645352591003757e-14	0.28	610.5779557044525
335	7.5	1.0	-2.6645352591003757e-14	0.3	614.9096270231972
336	8.0	0.0	-8.0	0.0	145.02535897529685
337	8.0	0.05	-5.30000000000001	0.06	280.58869520297924
338	8.0	0.1	-4.2000000000000135	0.08	352.88711445622874
339	8.0	0.15	-3.6000000000000156	0.1	400.84516883160575
340	8.0	0.2	-3.1000000000000174	0.12	436.0906662070378
341	8.0	0.25	-2.5000000000000195	0.12	463.68495646595045
342	8.0	0.3	-2.2000000000000206	0.14	486.11955239444086
343	8.0	0.35	-2.0000000000000213	0.16	504.82442601663877
344	8.0	0.4	-1.800000000000022	0.16	520.7594483825941
345	8.0	0.45	-1.6000000000000227	0.16	534.3622698561056
346	8.0	0.5	-1.4000000000000234	0.18	546.1780890612745
347	8.0	0.55	-1.3000000000000238	0.2	556.5950697429487
348	8.0	0.6	-1.0000000000000249	0.2	565.9035699362074
349	8.0	0.65	-0.9000000000000252	0.22	574.2713054476188
350	8.0	0.7	-0.6000000000000263	0.22	581.8282634452884
351	8.0	0.75	-0.5000000000000266	0.24	588.7415835393952
352	8.0	0.8	-0.30000000000002736	0.24	595.021748558546
353	8.0	0.85	-0.30000000000002736	0.26	600.7868141426815
354	8.0	0.9	-0.2000000000000277	0.26	606.0315247131946
355	8.0	0.95	-0.10000000000002807	0.28	610.8296329382604
356	8.0	1.0	-2.842170943040401e-14	0.28	615.2212198199056
357	8.5	0.0	-8.5	0.0	145.03245155019968
358	8.5	0.05	-5.80000000000001	0.06	280.5959817868652
359	8.5	0.1	-4.7000000000000135	0.08	352.89461956379085
360	8.5	0.15	-4.100000000000016	0.1	400.85290856936945
361	8.5	0.2	-3.6000000000000174	0.12	436.09865071394626
362	8.5	0.25	-3.0000000000000195	0.12	463.69323258379893
363	8.5	0.3	-2.7000000000000206	0.14	486.12812279030027
364	8.5	0.35	-2.5000000000000213	0.16	504.83330348400267
365	8.5	0.4	-2.300000000000022	0.16	520.7686768851574
366	8.5	0.45	-2.1000000000000227	0.16	534.3719162391628
367	8.5	0.5	-1.9000000000000234	0.18	546.1881801417225
368	8.5	0.55	-1.8000000000000238	0.2	556.6055812840709
369	8.5	0.6	-1.5000000000000249	0.2	565.9145916995125
370	8.5	0.65	-1.4000000000000252	0.22	574.2828403722104
371	8.5	0.7	-1.1000000000000263	0.22	581.8404051211788
372	8.5	0.75	-1.0000000000000266	0.24	588.7542637532974
373	8.5	0.8	-0.8000000000000274	0.24	595.0350369879842
374	8.5	0.85	-0.8000000000000274	0.26	600.8009558001481
375	8.5	0.9	-0.7000000000000277	0.26	606.0464416523446
376	8.5	0.95	-0.6000000000000281	0.28	610.8453747056476
377	8.5	1.0	-0.4000000000000288	0.28	615.2414271182596
378	9.0	0.0	-9.0	0.0	145.051291848305
379	9.0	0.05	-6.30000000000001	0.06	280.61522773276715
380	9.0	0.1	-5.2000000000000135	0.08	352.91431324483085
381	9.0	0.15	-4.600000000000016	0.1	400.87307082940845
382	9.0	0.2	-4.100000000000017	0.12	436.11928751556815
383	9.0	0.25	-3.5000000000000195	0.12	463.71441565488243
384	9.0	0.3	-3.2000000000000206	0.14	486.1498386031561
385	9.0	0.35	-3.0000000000000213	0.16	504.8555546535236
386	9.0	0.4	-2.800000000000022	0.16	520.791509139097
387	9.0	0.45	-2.6000000000000227	0.16	534.3954034807658
388	9.0	0.5	-2.4000000000000234	0.18	546.2123399437763
389	9.0	0.55	-2.300000000000024	0.2	556.6303366820401
390	9.0	0.6	-2.000000000000025	0.2	565.9400355780476
391	9.0	0.65	-1.9000000000000252	0.22	574.3089455495591
392	9.0	0.7	-1.6000000000000263	0.22	581.8672470937798
393	9.0	0.75	-1.5000000000000266	0.24	588.7817137599067
394	9.0	0.8	-1.3000000000000274	0.24	595.063137910006
395	9.0	0.85	-1.3000000000000274	0.26	600.82991719063
396	9.0	0.9	-1.2000000000000277	0.26	606.076085438444
397	9.0	0.95	-1.100000000000028	0.28	610.8757034895733
398	9.0	1.0	-0.9000000000000288	0.28	615.272496809372
399	9.5	0.0	-9.5	0.0	145.03544770346758
400	9.5	0.05	-6.80000000000001	0.06	280.59894652364926
401	9.5	0.1	-5.7000000000000135	0.08	352.8975454655157
402	9.5	0.15	-5.100000000000016	0.1	400.8557889708519
403	9.5	0.2	-4.600000000000017	0.12	436.1014797792472
404	9.5	0.25	-4.0000000000000195	0.12	463.69599566663794
405	9.5	0.3	-3.7000000000000206	0.14	486.1308150109322
406	9.5	0.35	-3.5000000000000213	0.16	504.8359179514606
407	9.5	0.4	-3.300000000000022	0.16	520.771198325327
408	9.5	0.45	-3.1000000000000227	0.16	534.3743218819905
409	9.5	0.5	-2.9000000000000234	0.18	546.1904570054007
410	9.5	0.55	-2.800000000000024	0.2	556.6077341928891
411	9.5	0.6	-2.500000000000025	0.2	565.916591114415
412	9.5	0.65	-2.4000000000000252	0.22	574.2846836267584
413	9.5	0.7	-2.1000000000000263	0.22	581.8420648077455
414	9.5	0.75	-2.0000000000000266	0.24	588.7557638778426
415	9.5	0.8	-1.8000000000000274	0.24	595.0363603055407
416	9.5	0.85	-1.8000000000000274	0.26	600.8020364319101
417	9.5	0.9	-1.7000000000000277	0.26	606.0473203812097
418	9.5	0.95	-1.600000000000028	0.28	610.8460424834816
419	9.5	1.0	-1.4000000000000288	0.28	615.2418541548815
420	10.0	0.0	-10.0	0.0	145.0398668264307
421	10.0	0.05	-7.30000000000001	0.06	280.603457325191
422	10.0	0.1	-6.2000000000000135	0.08	352.90215744105234
423	10.0	0.15	-5.600000000000016	0.1	400.86050683657095
424	10.0	0.2	-5.100000000000017	0.12	436.1063049119586
425	10.0	0.25	-4.5000000000000195	0.12	463.70094434279616
426	10.0	0.3	-4.200000000000021	0.14	486.13588425217256
427	10.0	0.35	-4.000000000000021	0.16	504.84110845775064
428	10.0	0.4	-3.800000000000022	0.16	520.7765206441795
429	10.0	0.45	-3.6000000000000227	0.16	534.3797930607421
430	10.0	0.5	-3.4000000000000234	0.18	546.196081280887
431	10.0	0.55	-3.300000000000024	0.2	556.6134944153184
432	10.0	0.6	-3.000000000000025	0.2	565.922508860168
433	10.0	0.65	-2.9000000000000252	0.22	574.2907530419379
