	L	s	dL	gs	utility
102	9.0	0.3	-3.197442310920451e-14	0.08	593.1732931942058
103	9.0	0.4	-3.197442310920451e-14	0.1	652.2725541172701
104	9.0	0.5	-3.197442310920451e-14	0.12	698.3728022748444
105	9.0	0.6	-3.197442310920451e-14	0.14	735.4806418579069
106	9.0	0.7	-3.197442310920451e-14	0.16	766.022980832213
107	9.0	0.8	-3.197442310920451e-14	0.18	791.5500244741282
108	9.0	0.9	-3.197442310920451e-14	0.2	813.0784811291576
109	9.0	1.0	-3.197442310920451e-14	0.22	831.2696349433539
110	10.0	0.0	-10.0	0.0	226.7378970262532
111	10.0	0.1	-3.552713678800501e-14	0.04	423.84105063130323
112	10.0	0.2	-3.552713678800501e-14	0.06	546.9817905310979
113	10.0	0.3	-3.552713678800501e-14	0.08	633.6503085074313
114	10.0	0.4	-3.552713678800501e-14	0.1	698.8598055299553
115	10.0	0.5	-3.552713678800501e-14	0.12	750.0939614200022
116	10.0	0.6	-3.552713678800501e-14	0.14	791.5822244092266
117	10.0	0.7	-3.552713678800501e-14	0.16	825.9146057029947
118	10.0	0.8	-3.552713678800501e-14	0.16	854.8261917459836
119	10.0	0.9	-3.552713678800501e-14	0.18	879.356606538622
120	10.0	1.0	-3.552713678800501e-14	0.2	900.1874404507485
