	L	s	dL	gs
0	8.0	0.3	-2.842170943040401e-14	0.09999999999999998
1	7.999999999999972	0.2600000000000001	-0.4800000000000024	0.09999999999999998
2	7.519999999999969	0.22240000000000026	-0.3407999999999928	0.08896000000000008
3	7.179199999999977	0.19046691840000035	-0.3385626184908745	0.08515913126278525
4	6.840637381509103	0.1613397815653479	-0.4953436221309318	0.0845359126261392
5	6.345293759378171	0.13451952162384892	-0.43570449674452577	0.07380780864953955
6	5.909589262633645	0.11271082994915704	-0.38004321340861275	0.0650843319796628
7	5.529546049225032	0.0947164894109273	-0.2986183880753772	0.06
8	5.2309276611496545	0.07902370642747833	-0.6271206805991228	0.06919919190809407
9	4.603806980550532	0.06309472028973136	-0.5932944290056913	0.06523788811589254
10	4.01051255154484	0.0500128518334781	-0.21045844209968723	0.06000514073339123
11	3.800054109445153	0.038611712751890195	-0.9582069798057915	0.04633405530226823
12	2.841847129639362	0.03202799764862507	-1.0214736659225325	0.043036059803716525
13	1.8203734637168294	0.02811091258614427	-0.7969262774632193	0.044977460137830834
14	1.02344718625361	0.025809309834999426	-0.4951578756580545	0.06077413947251186
15	0.5282893105955555	0.024203993422800853	-0.27255509061573907	0.14795513567668445
16	0.25573421997981644	0.022312133862086612	-0.0544132444858997	0.15484445019298096
17	0.20132097549391673	0.020753462073953104	-0.018580849983874936	0.14988876872426737
18	0.1827401255100418	0.01938392745349219	-0.013499820539189484	0.1439750392697411
19	0.1692403049708523	0.01816560847578212	-0.011618024690905506	0.13813385437231349
20	0.1576222802799468	0.017076959820281012	-0.010239764329211804	0.1325135495956502
21	0.14738251595073498	0.01610045080343254	-0.009087209733870977	0.12715993306815349
22	0.138295306216864	0.015221169709323731	-0.00810588323855505	0.1220908405102584
23	0.13018942297830896	0.014426422905475366	-0.007265369039686437	0.11730924236666837
24	0.12292405393862252	0.03079399749007368	0.13856921801578942	0.18554314286516
25	0.26149327195441197	0.0283680833142479	-0.004876353740756628	0.1730289353833752
26	0.25661691821365534	0.02614797570625433	-0.02059306079056268	0.16767225649461223
27	0.23602385742309268	0.0241692430682197	-0.019851840957504873	0.16227677772253646
28	0.2161720164655878	0.022415258154928765	-0.017467745006367073	0.15645166692235637
29	0.19870427145922073	0.02086087743020939	-0.015236670210466222	0.15043388814270894
30	0.1834676012487545	0.019480890200006075	-0.01332403086796399	0.14442776916511793
31	0.1701435703807905	0.15490728362098663	0.4617990014668934	0.3185573123547503
32	0.6319425718476839	0.1448417872584693	-1.4031943870122713e-16	0.2975874830294943
33	0.6319425718476838	0.13543887728970241	-1.403194387012271e-16	0.27799804500236897
34	0.6319425718476837	0.12665493731333116	-1.4031943870122708e-16	0.2596981305745294
35	0.6319425718476835	0.11844922208636598	-1.4031943870122703e-16	0.24260285363996217
36	0.6319425718476834	0.17896931772640168	-1.403194387012271e-16	0.3686866582147343
37	0.6319425718476833	0.16731987797649434	-1.403194387012271e-16	0.3444169397138065
38	0.6319425718476832	0.15643729164296177	-1.4031943870122703e-16	0.3217448359434101
39	0.6319425718476831	0.1462710786877223	-1.4031943870122696e-16	0.30056517993067244
40	0.631942571847683	0.13677408204705976	-1.403194387012269e-16	0.28077972758091724
41	0.6319425718476829	0.12790224888855092	-1.403194387012269e-16	0.26229670196194527
42	0.6319425718476828	0.11961442626730108	-1.4031943870122688e-16	0.24503036758694197
43	0.6319425718476827	0.11187217023361733	-1.4031943870122686e-16	0.22890063272127087
44	0.6319425718476825	0.10463956750664524	-1.4031943870122683e-16	0.2138326778684161
45	0.6319425718476824	0.09788306888678305	-1.4031943870122686e-16	0.200156479820246
46	0.6319425718476823	0.09155869885530381	-1.4031943870122683e-16	0.18817530267510335
47	0.6319425718476822	0.08561289961876777	-1.4031943870122678e-16	0.1769113074363981
48	0.6319425718476821	0.0800230102882531	-1.4031943870122676e-16	0.16632156427505837
49	0.631942571847682	0.0747677264341676	-1.4031943870122673e-16	0.15636571310088554
50	0.6319425718476819	0.06982701888987908	-1.4031943870122673e-16	0.14700580974042105
51	0.6319425718476818	0.06518205741568345	-1.403194387012267e-16	0.13820618132246082
52	0.6319425718476817	0.2651408711352141	0.07361148563046348	0.5126925151420489
53	0.7055540574781451	0.2470542569203567	0.05541974011431959	0.4495078219842158
54	0.7609737975924648	0.2299510732032144	0.028636365143177533	0.40680499266010706
55	0.7896101627356423	0.21389020538041345	0.01168943219821458	0.3748243669256038
56	0.8012995949338569	0.19887287471097218	-1.7792425198367593e-16	0.349642090873402
57	0.8012995949338567	0.184864471421538	-1.7792425198367588e-16	0.3261516659470239
58	0.8012995949338565	0.17179721153102037	-1.779242519836758e-16	0.30423942647836183
59	0.8012995949338563	0.15960786507101937	-1.7792425198367576e-16	0.28379934333653567
60	0.801299594933856	0.14823745012811634	-1.7792425198367564e-16	0.26473251087323196
61	0.8012995949338558	0.1376309474416892	-1.7792425198367556e-16	0.2469466683372117
62	0.8012995949338556	0.12773703417624555	-1.7792425198367551e-16	0.23035575344220033
63	0.8012995949338554	0.11850783558004964	-1.7792425198367551e-16	0.21487948592796527
64	0.8012995949338552	0.10989869332836597	-1.7792425198367544e-16	0.20044297909950898
65	0.8012995949338549	0.10186794943037739	-1.7792425198367534e-16	0.186976377464692
66	0.8012995949338547	0.09437674465414453	-1.779242519836754e-16	0.1739529655625592
67	0.8012995949338545	0.08740732261200346	-1.7792425198367532e-16	0.16169402870885324
68	0.8012995949338543	0.0809290546266221	-1.779242519836753e-16	0.15029901235398524
69	0.801299594933854	0.07490732774071177	-1.7792425198367522e-16	0.13970703367938625
70	0.8012995949338538	0.06930996826587664	-1.779242519836752e-16	0.12986150044368963
71	0.8012995949338536	0.06410706988072509	-1.7792425198367514e-16	0.12070980861412908
72	0.8012995949338534	0.05927083384337286	-1.779242519836751e-16	0.11220306130667164
73	0.8012995949338532	0.054775420464604145	-1.7792425198367504e-16	0.10429580753320081
74	0.8012995949338529	0.0505968110481215	-1.7792425198367502e-16	0.09694579935989392
75	0.8012995949338527	0.04671267956024042	-0.052682570735942784	0.09352872312925298
76	0.74861702419791	0.04321181984093784	-0.10163494460792839	0.09354618658930894
77	0.6469820795899816	0.040185684524074665	-0.1269937247273264	0.09516044970151372
78	0.5199883548626552	0.17631538496515864	-1.1546060882109525e-16	0.39709731574206936
79	0.519988354862655	0.1659910859685039	-1.1546060882109522e-16	0.37281427595502586
80	0.5199883548626549	0.15629813186734562	-1.154606088210952e-16	0.3500161770072253
81	0.5199883548626548	0.14719791506448046	-1.1546060882109512e-16	0.3286122127510274
82	0.5199883548626547	0.1386541888696713	-1.154606088210951e-16	0.3085171299579604
83	0.5199883548626546	0.1306329231269819	-1.1546060882109507e-16	0.2896508887501759
84	0.5199883548626545	0.12310216867069643	-1.1546060882109502e-16	0.27193834379698456
85	0.5199883548626544	0.11603193006994299	-1.1546060882109502e-16	0.2553089450066535
86	0.5199883548626543	0.10939404615515651	-1.15460608821095e-16	0.23969645652130805
87	0.5199883548626542	0.10316207785051038	-1.1546060882109495e-16	0.2250386928956759
88	0.519988354862654	0.09731120286554715	-1.1546060882109495e-16	0.21226679885259753
89	0.5199883548626539	0.09913449229780238	-1.1546060882109495e-16	0.21588422207215663
90	0.5199883548626538	0.09352162822399716	-1.1546060882109493e-16	0.2047482474596686
91	0.5199883548626537	0.08819829300611894	-1.154606088210949e-16	0.19418670079462244
92	0.5199883548626536	0.08314955185199883	-1.154606088210949e-16	0.18416995131022082
93	0.5199883548626535	0.078361240352152	-1.1546060882109485e-16	0.17466989668608865
94	0.5199883548626534	0.07381992474106056	-1.1546060882109483e-16	0.165659884206288
95	0.5199883548626533	0.06951286420830229	-1.1546060882109478e-16	0.15711463598424644
96	0.5199883548626532	0.06542797515378763	-1.1546060882109478e-16	0.14901017804481412
97	0.519988354862653	0.06155379728682194	-1.1546060882109475e-16	0.1413237730644875
98	0.5199883548626529	0.057879461473882655	-1.1546060882109475e-16	0.13403385658109981
99	0.5199883548626528	0.054394659244907516	-1.154606088210947e-16	0.12711997649401266
100	0.5199883548626527	0.05108961387254248	-1.1546060882109468e-16	0.12056273568507463
101	0.5199883548626526	0.04795505294321134	-0.02126697311681531	0.11602413339600964
102	0.4987213817458373	0.045061867137055275	-0.048333178078837045	0.14212960378571451
