	L	s	dL	gs
0	8.0	0.3	-2.842170943040401e-14	0.1000000000000011
1	7.999999999999972	0.2599999999999997	-0.32000000000001166	0.10256000000000022
2	7.67999999999996	0.2206169599999998	-0.5177522687999909	0.09999999999999998
3	7.162247731199969	0.18480572134399997	-0.4240514667166177	0.09392228853760003
4	6.738196264483351	0.15316238065521076	-0.3198192270298225	0.08126495226208433
5	6.418377037453529	0.1270829254777748	-0.42041964759989353	0.07083317019110989
6	5.997957389853635	0.10584020864804841	-0.3518351110096031	0.06233608345921935
7	5.646122278844032	0.08824235116829944	-0.476499505790805	0.07010752154472595
8	5.169622773053227	0.07012087917130269	-0.6989460032010837	0.06804835166852106
9	4.470676769852144	0.05490976991974336	-0.4244584769213167	0.061963907967897344
10	4.046218292930827	0.042373795023683936	-0.6563146910361106	0.050848554028420714
11	3.389903601894716	0.03375521020107986	-1.1013654290276365	0.04050625224129583
12	2.2885381728670797	0.03766449545958409	-0.5646054604463383	0.05351574263115585
13	1.7239327124207415	0.033051618492017154	-0.5843573860839671	0.062412684634448816
14	1.1395753263367743	0.029495420719024345	-0.4673302525103218	0.06672465699022592
15	0.6722450738264525	0.027252654620802386	-0.30583581747589034	0.12074504752758275
16	0.36640925635056215	0.09336808258536007	0.15676504126235175	0.23728757980574103
17	0.5231742976129139	0.08716094444050324	-1.161680302203902e-16	0.22036790041356075
18	0.5231742976129138	0.11548922796642686	-1.1616803022039014e-16	0.29196496443094044
19	0.5231742976129137	0.10785179970674003	-1.1616803022039012e-16	0.2739183238644717
20	0.5231742976129136	0.10068644837218495	-1.161680302203901e-16	0.25698716383646447
21	0.5231742976129135	0.0939639944254011	-1.161680302203901e-16	0.2389119414751931
22	0.5231742976129133	0.08771436506677002	-1.1616803022039007e-16	0.22187643773735352
23	0.5231742976129132	0.08191036259326526	-1.1616803022039004e-16	0.20605564258967485
24	0.5231742976129131	0.07652021178921373	-1.1616803022039002e-16	0.1913629418068476
25	0.523174297612913	0.07151440315576682	-1.1616803022039002e-16	0.1777178971502036
26	0.5231742976129129	0.16902839745654613	-1.1616803022039e-16	0.42537960636029837
27	0.5231742976129128	0.15790101361772582	-1.1616803022038997e-16	0.39504811338675017
28	0.5231742976129127	0.14756706265550484	-1.161680302203899e-16	0.36776235762414794
29	0.5231742976129126	0.13794687199858072	-1.1616803022038985e-16	0.3450306059057324
30	0.5231742976129125	0.12892131475359625	-1.1616803022038985e-16	0.32370392603731796
31	0.5231742976129123	0.12045363604664044	-1.1616803022038982e-16	0.3036954691509369
32	0.5231742976129122	0.11250935285857717	-1.1616803022038977e-16	0.2849237545922593
33	0.5231742976129121	0.10505611359947523	-1.1616803022038977e-16	0.2673123381060478
34	0.523174297612912	0.09806356636288038	-1.1616803022038977e-16	0.25008672785960834
35	0.5231742976129119	0.09152161895336729	-1.1616803022038975e-16	0.23225441122892712
36	0.5231742976129118	0.08544614203025758	-1.1616803022038972e-16	0.21569361955736083
37	0.5231742976129117	0.07980387413468214	-1.1616803022038967e-16	0.2003136873551059
38	0.5231742976129116	0.07456392550046914	-1.1616803022038967e-16	0.1860304139925115
39	0.5231742976129115	0.13899951730445959	-1.1616803022038962e-16	0.3475179237348831
40	0.5231742976129113	0.12990889502156486	-1.161680302203896e-16	0.32603750031396833
41	0.5231742976129112	0.12138017301045337	-1.1616803022038958e-16	0.30588480291473014
42	0.5231742976129111	0.11337861966468449	-1.1616803022038955e-16	0.2869777634906455
43	0.523174297612911	0.10587165017244736	-1.1616803022038953e-16	0.2692393867015711
44	0.5231742976129109	0.09882869382108109	-1.1616803022038953e-16	0.25217234461000043
45	0.5231742976129108	0.09590324066195492	-1.161680302203895e-16	0.24419802079536632
46	0.5231742976129107	0.08951533426155099	-1.1616803022038948e-16	0.22678559565518372
47	0.5231742976129106	0.08358291452576967	-1.1616803022038945e-16	0.21061475530866547
48	0.5231742976129105	0.07807350319199337	-1.1616803022038943e-16	0.19559696913543861
